id,imdb_id,popularity,budget,revenue,original_title,runtime,genres,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
290729,tt3776288,0.292497,0,0,Sniper: Legacy,94,Thriller|Action,9/29/14,38,5.5,2014,0,0
285549,tt2242176,0.292107,0,0,Horsehead,89,Fantasy|Horror,9/7/14,16,5.1,2014,0,0
259910,tt3591568,0.291253,0,0,Marvel Studios: Assembling a Universe,43,TV Movie|Documentary,3/18/14,32,6.3,2014,0,0
267806,tt3704538,0.290104,0,2756,V/H/S: Viral,81,Horror|Thriller,10/23/14,105,4.2,2014,0,2538.526936
276908,tt2965412,0.290033,0,0,Comet,91,Science Fiction|Comedy|Drama|Romance,12/5/14,93,6.7,2014,0,0
242090,tt2756032,0.289951,0,0,The One I Love,91,Romance|Comedy|Drama,8/8/14,182,6.8,2014,0,0
289416,tt3068192,0.289238,0,0,Grace,87,Thriller|Horror,10/28/14,38,4.7,2014,0,0
265010,tt2517658,0.289102,0,0,The Canal,92,Horror|Mystery|Thriller,10/10/14,55,5.7,2014,0,0
276901,tt1925466,0.288414,0,0,Mall,88,Drama,6/18/14,15,5,2014,0,0
257117,tt2825230,0.288035,0,0,Blood Punch,104,Horror|Thriller,2/21/14,11,7.4,2014,0,0
113833,tt1684226,0.286381,0,0,The Normal Heart,133,Drama,5/25/14,197,7.8,2014,0,0
243526,tt3021360,0.285328,0,0,Faults,93,Thriller|Drama,3/6/14,36,6.8,2014,0,0
79316,tt2752758,0.283225,7000000,36433975,Devil's Due,89,Horror,1/8/14,164,4.5,2014,6447637.355,33559008.32
285387,tt2113636,0.280438,0,0,Colt 45,85,Drama|Thriller|Action|Crime,8/6/14,47,5.3,2014,0,0
258284,tt1706598,0.280105,0,0,Every Secret Thing,93,Thriller|Drama|Crime|Mystery,4/20/14,39,5.6,2014,0,0
284284,tt2488778,0.38421,0,0,The Keeping Room,95,Drama|Western,9/25/14,35,4.8,2014,0,0
294093,tt3261302,0.279115,0,0,Dinosaur Island,90,Adventure|Science Fiction|Fantasy|Family,9/1/14,13,4.3,2014,0,0
304336,tt2392385,0.278064,0,0,Lap Dance,100,Drama,12/5/14,16,3.8,2014,0,0
276488,tt3148348,0.277049,0,0,Let Us Prey,88,Horror,4/17/14,44,5.4,2014,0,0
319389,tt2404299,0.275803,0,0,Lovesick,100,Romance|Comedy,4/24/14,17,4.9,2014,0,0
278774,tt3544734,0.272995,0,0,Zapped,102,Family|Fantasy|Comedy|Romance,6/27/14,89,5.5,2014,0,0
286709,tt1396523,0.271697,5000000,0,Revenge of the Green Dragons,94,Drama|Action|Crime,3/15/14,19,5.2,2014,4605455.254,0
282672,tt2622874,0.270806,0,0,My Mistress,104,Romance|Drama,8/14/14,11,5.6,2014,0,0
306650,tt3622120,0.269528,0,0,Kajaki,108,Thriller|War|Adventure|Drama,11/12/14,55,5.8,2014,0,0
253675,tt3711030,0.269468,0,0,Unlocking Sherlock,60,TV Movie|Documentary,1/19/14,11,7.2,2014,0,0
305932,tt4189442,0.269274,0,0,Expelled,85,Comedy,12/12/14,118,6.3,2014,0,0
255491,tt2114461,0.269033,0,0,Authors Anonymous,92,Comedy,4/18/14,13,3.7,2014,0,0
114750,tt2235108,0.205077,1000000,0,Dear White People,108,Drama|Comedy,10/17/14,148,6.2,2014,921091.0508,0
252102,tt3283556,0.267446,0,0,Land Ho!,96,Comedy|Adventure,7/11/14,17,5.8,2014,0,0
209269,tt2402603,0.264523,0,0,Felony,105,Mystery|Thriller|Crime,8/28/14,28,5.1,2014,0,0
269650,tt3638012,0.264059,0,0,Appleseed Alpha,90,Animation|Science Fiction|Action,5/28/14,121,6.4,2014,0,0
216580,tt2378453,0.261284,0,0,Savaged,91,Action|Drama|Horror|Thriller,8/6/14,30,5.6,2014,0,0
114155,tt1605798,0.259735,0,0,Effie Gray,108,Drama,3/8/14,24,6.1,2014,0,0
259074,tt3138376,0.258304,0,0,Joy Ride 3,96,Thriller,6/3/14,32,4.4,2014,0,0
249021,tt3393070,0.258209,0,0,Android Cop,88,Action|Science Fiction,2/4/14,20,3,2014,0,0
258893,tt2337576,0.256655,0,0,Scooby-Doo! WrestleMania Mystery,84,Animation|Comedy|Family|Mystery,3/25/14,24,6.2,2014,0,0
304613,tt3317874,0.255838,3000000,0,Charlie's Farm,93,Horror,12/4/14,17,4.6,2014,2763273.152,0
269100,tt3214002,0.252762,0,0,Video Games: The Movie,101,History|Documentary|Animation,7/18/14,73,6,2014,0,0
124470,tt1988621,0.24687,0,0,Exists,86,Horror,3/17/14,45,4.5,2014,0,0
282296,tt2908856,0.751476,5000000,4013786,My Old Lady,107,Romance|Comedy|Drama,9/9/14,65,6,2014,4605455.254,3697062.364
293262,tt4008652,0.431184,0,7205,I Am Ali,111,Documentary,10/10/14,18,6.6,2014,0,6636.461021
274820,tt2217895,0.374265,0,0,One Square Mile,96,Drama,6/5/14,13,5.6,2014,0,0
275619,tt3677466,0.634232,0,0,Age of Tomorrow,90,Thriller|Science Fiction|Action,6/10/14,10,2.4,2014,0,0
244403,tt1798243,0.240398,5000000,0,Rudderless,105,Music|Drama|Comedy,10/17/14,65,7.1,2014,4605455.254,0
251232,tt2459156,0.239934,0,0,Copenhagen,98,Adventure|Romance|Drama,10/3/14,41,6.6,2014,0,0
283589,tt2905838,0.239862,0,0,Bang Bang,153,Action|Adventure|Thriller|Romance,10/2/14,53,6.2,2014,0,0
286548,tt3462696,0.237126,0,0,TEKKEN: A Man Called X,90,Action,8/12/14,23,4.2,2014,0,0
289394,tt3132738,0.342044,0,0,Houdini,210,TV Movie|Drama|History,9/1/14,53,7.1,2014,0,0
200511,tt2828954,0.23282,0,0,7 Minutes,92,Drama|Crime|Thriller,10/26/14,23,5,2014,0,0
214087,tt2454430,0.232365,0,0,De toutes nos forces,94,Drama,3/26/14,28,7,2014,0,0
250766,tt2382298,0.232241,0,0,Life Itself,120,Documentary,7/4/14,104,7.7,2014,0,0
260001,tt2870808,0.231578,0,8265,Life Partners,95,Romance|Comedy,12/5/14,71,6.1,2014,0,7612.817535
180305,tt2481496,0.230637,0,0,Mercy,79,Thriller|Horror,10/7/14,45,4.9,2014,0,0
254193,tt2420756,0.229926,0,0,Late Phases,95,Thriller|Horror,11/21/14,37,5.6,2014,0,0
253251,tt3114132,0.228495,0,0,10.000 KM,99,Comedy|Drama|Romance,5/16/14,24,6.2,2014,0,0
289712,tt2125685,0.227613,0,0,Mockingbird,81,Horror,10/7/14,21,4.1,2014,0,0
286668,tt3480556,0.321453,7000000,0,A Good Man,100,Action,8/19/14,26,4.9,2014,6447637.355,0
263855,tt2093995,0.226863,0,0,Fort Bliss,116,War|Drama,9/5/14,14,6.2,2014,0,0
169607,tt2714900,0.226028,0,1503616,Finding Vivian Maier,83,Documentary,3/28/14,70,7.8,2014,0,1384967.241
243352,tt3200980,0.129935,0,1156000,Where Hope Grows,95,Drama,4/6/14,19,7.2,2014,0,1064781.255
270771,tt2558318,0.433273,0,0,The Well,95,Horror|Thriller|Action,6/12/14,26,5.5,2014,0,0
249170,tt3090252,0.223067,0,0,Dinosaur 13,95,Documentary,8/15/14,22,7,2014,0,0
225044,tt3104818,0.345226,0,28208,"Like Sunday, Like Rain",104,Music|Drama,3/1/14,27,7.4,2014,0,25982.13636
230779,tt1621046,0.221957,10000000,0,Cesar Chavez,102,Drama,3/28/14,10,5.3,2014,9210910.508,0
244260,tt3125220,0.221564,0,0,Little Accidents,105,Drama,1/22/14,12,5,2014,0,0
209416,tt3074780,0.253943,0,0,Supermensch: The Legend of Shep Gordon,85,Documentary,6/6/14,20,7.6,2014,0,0
250658,tt3268458,0.220064,0,0,The Internet's Own Boy: The Story of Aaron Swartz,105,Documentary,6/27/14,117,7.8,2014,0,0
256346,tt3597380,0.219862,0,0,Almost Home,4,Adventure|Animation|Science Fiction,2/1/14,45,6.8,2014,0,0
253292,tt3518988,0.219679,0,0,Harmontown,95,Documentary,3/8/14,24,6.9,2014,0,0
262788,tt2766268,0.217873,6000000,0,El Inventor de Juegos,112,Adventure|Family,7/3/14,11,4.9,2014,5526546.305,0
267793,tt3496892,0.217415,0,0,Petals on the Wind,85,TV Movie|Romance|Drama|Thriller,5/26/14,27,6.1,2014,0,0
284274,tt3911200,0.21533,0,0,Iron Man & Captain America: Heroes United,71,Adventure|Animation|Action,7/29/14,13,6.2,2014,0,0
265019,tt3138558,0.212841,0,0,Preservation,90,Thriller|Horror,8/22/14,35,5.1,2014,0,0
272160,tt2166934,0.212083,0,0,My Man is a Loser,95,Comedy,7/25/14,14,4.9,2014,0,0
263614,tt3455224,0.211791,0,0,Virunga,90,Documentary|War,11/7/14,55,7.9,2014,0,0
301959,tt4172224,0.210808,0,0,Interstellar: Nolan's Odyssey,23,Documentary,11/5/14,79,7.9,2014,0,0
287950,tt2389162,0.209046,0,0,American Muscle,77,Action,9/30/14,12,2.8,2014,0,0
271665,tt2994948,0.171104,0,0,Deep in the Darkness,100,Horror|Thriller,4/29/14,10,4.9,2014,0,0
223954,tt2382422,0.208431,0,0,Jacky au royaume des filles,90,Comedy,1/29/14,31,5.2,2014,0,0
258193,tt2510434,0.492782,0,0,Alien Abduction,85,Horror|Science Fiction|Thriller,4/4/14,51,4.6,2014,0,0
281298,tt3419894,0.205343,0,0,ì‹ ì˜ í•œ ìˆ˜,118,Action|Crime|Drama,7/3/14,20,6.8,2014,0,0
305127,tt2567038,0.203043,0,0,The Frame,127,Drama|Science Fiction,11/21/14,12,6.1,2014,0,0
264170,tt3643208,0.202776,0,0,Batman: Strange Days,3,Action|Animation,4/9/14,20,7.6,2014,0,0
256969,tt1965162,0.202449,0,0,Boys of Abu Ghraib,103,Drama|War|Thriller,3/15/14,16,5.9,2014,0,0
213927,tt2547210,0.20162,0,0,Born to Race: Fast Track,94,Action,3/20/14,18,5.3,2014,0,0
294741,tt3294200,0.201445,0,0,The Falling,102,Drama|Thriller,10/11/14,33,4.8,2014,0,0
298093,tt2548208,0.222714,0,0,Poker Night,104,Thriller|Action|Crime,12/20/14,60,5.5,2014,0,0
298445,tt2526846,0.199012,0,0,I Am Santa Claus,89,Drama|Documentary|Comedy,11/4/14,11,6.2,2014,0,0
245685,tt2062622,0.198531,0,0,Postman Pat: The Movie,88,Adventure|Animation|Family,5/23/14,11,4.9,2014,0,0
250574,tt2428170,0.197336,0,0,Creep,82,Horror|Thriller,6/23/14,110,5.9,2014,0,0
279914,tt2326574,0.376205,12000000,0,The Identical,107,Music|Drama,9/5/14,10,5,2014,11053092.61,0
261037,tt3128900,0.56672,2000000,0,Miss Meadows,88,Drama,9/12/14,31,4.6,2014,1842182.102,0
277702,tt2245151,0.196408,0,0,Supremacy,97,Crime|Drama,6/12/14,12,5.8,2014,0,0
267480,tt3521134,0.195167,0,153516,The Look of Silence,103,Documentary,8/30/14,46,7.8,2014,0,141402.2138
241765,tt2198241,0.194413,4000000,0,The Outsider,94,Action|Crime|Drama|Mystery|Thriller,2/7/14,30,4.7,2014,3684364.203,0
295799,tt4157220,0.194283,0,0,Iris,83,Documentary,10/9/14,34,7.5,2014,0,0
268321,tt2359307,0.193689,0,0,Squatters,102,Drama,5/14/14,15,6.7,2014,0,0
339992,tt3242756,0.161001,156660,0,The Redwood Massacre,82,Fantasy|Horror,9/28/14,17,3.8,2014,144298.124,0
266040,tt2368635,0.370212,0,0,Bird People,128,Drama|Fantasy|Romance,6/4/14,32,5,2014,0,0
256690,tt2066048,0.310285,0,0,Ribbit,88,Animation|Comedy|Family|Adventure,6/21/14,10,3.4,2014,0,0
286987,tt3098874,0.191091,0,0,How to Build a Better Boy,90,Family|Science Fiction,8/17/14,51,5.8,2014,0,0
251321,tt2494384,0.19104,8000000,53086,Aloft,112,Drama,2/12/14,20,5.1,2014,7368728.406,48897.03952
285423,tt3699508,0.189201,0,0,Jarhead 2: Field of Fire,103,War|Action,8/14/14,59,5.4,2014,0,0
281778,tt3297792,0.188264,0,0,Survivor,93,Science Fiction|Action|Fantasy,7/22/14,23,4.9,2014,0,0
260063,tt2992552,0.083295,0,0,Seal Team Eight: Behind Enemy Lines,98,Action|War|Drama,3/1/14,37,4.7,2014,0,0
271185,tt2505294,0.186933,950000,0,Ask Me Anything,100,Drama|Mystery|Thriller,4/19/14,103,5.4,2014,875036.4982,0
277688,tt3279176,0.131462,0,0,Suburban Gothic,90,Horror|Comedy,7/19/14,19,5.1,2014,0,0
197696,tt2758890,0.186159,0,0,Welcome to New York,125,Drama,5/17/14,29,5.5,2014,0,0
262481,tt2246565,0.18545,0,0,An Honest Liar,90,History|Comedy|Documentary,4/18/14,43,7.1,2014,0,0
256766,tt2006753,0.184506,6000000,0,Heavenly Sword,85,Adventure|Action|Animation|Fantasy,6/30/14,11,5.8,2014,5526546.305,0
251768,tt3468260,0.184395,0,0,JLA Adventures: Trapped in Time,52,Family|Animation|Action|Science Fiction,1/21/14,43,5.8,2014,0,0
301056,tt1762233,0.183417,18,0,Enchanted Kingdom,87,Documentary,3/25/14,12,5.2,2014,16.57963891,0
146229,tt2027136,0.182975,6900000,0,Kristy,86,Thriller|Horror,8/7/14,59,6.1,2014,6355528.25,0
259453,tt2717318,0.182618,0,0,I Am Soldier,84,Action|Thriller|War,3/17/14,23,5.2,2014,0,0
266102,tt2403393,0.181227,0,0,Desert Dancer,98,Drama,7/3/14,13,6.5,2014,0,0
226140,tt3106120,0.18041,0,0,See No Evil 2,90,Horror,10/20/14,42,4.1,2014,0,0
266084,tt2392810,0.180139,0,0,Queen and Country,114,Drama,5/20/14,14,6,2014,0,0
261820,tt2437548,0.180131,0,0,Goodbye to All That,87,Comedy,12/17/14,21,5.2,2014,0,0
297265,tt1837613,0.179072,0,0,Northern Soul,102,Music|Drama,10/17/14,16,4.7,2014,0,0
317182,tt4050552,0.178898,0,0,Doctor Who: Last Christmas,57,Science Fiction|Adventure|Drama|Fantasy,12/25/14,50,7.9,2014,0,0
248212,tt2560102,0.177674,0,0,Lilting,91,Drama,8/7/14,32,7.1,2014,0,0
287524,tt2165765,0.177102,1,0,Fear Clinic,95,Horror,10/31/14,15,4.1,2014,0.9210910508,0
271467,tt2179936,0.226614,0,0,School Dance,85,Comedy|Music,7/2/14,11,6.5,2014,0,0
294959,tt3784160,0.175793,0,0,Valley Uprising,99,Adventure|Documentary,9/1/14,12,7.9,2014,0,0
341747,tt4679082,0.175615,0,0,9 Kisses,9,Romance,12/11/14,10,6.8,2014,0,0
266353,tt3347518,0.281505,0,0,In My Dreams,94,Romance|Drama|Fantasy,4/20/14,28,6.3,2014,0,0
278632,tt2582426,0.240776,0,2710,Julia,95,Thriller|Horror,10/14/14,17,4.8,2014,0,2496.156748
206192,tt2027231,0.23759,0,0,Perfect Sisters,100,Thriller|Drama|Crime,4/8/14,67,5.5,2014,0,0
258251,tt2404583,0.169396,0,0,Ironclad 2: Battle for Blood,108,Action|Adventure,3/14/14,25,5.3,2014,0,0
273641,tt3766424,0.168968,0,0,Jackass Presents: Bad Grandpa .5,76,Comedy,6/3/14,68,5.8,2014,0,0
300467,tt2251281,0.167827,0,0,Dark Was the Night,97,Horror|Thriller,10/17/14,43,5.2,2014,0,0
280922,tt3042626,0.167084,0,0,Asthma,90,Romance|Drama,7/8/14,10,6.5,2014,0,0
221667,tt2707848,0.288731,0,0,Saint Laurent,150,Drama,9/23/14,53,5.8,2014,0,0
331727,tt3069212,0.166098,0,0,Street Fighter: Assassin's Fist,152,Adventure|Action,5/23/14,27,6.4,2014,0,0
244562,tt2381046,0.165741,0,0,Jamie Marks Is Dead,100,Drama|Thriller,8/29/14,14,5.9,2014,0,0
288445,tt3593120,0.16369,0,0,The Device,90,Thriller|Horror|Science Fiction,12/16/14,16,3.3,2014,0,0
262840,tt2781516,0.163674,0,0,WolfCop,79,Horror|Comedy,6/6/14,30,4.5,2014,0,0
254188,tt2597242,0.163367,0,0,At the Devil's Door,91,Horror,3/9/14,60,4.7,2014,0,0
290382,tt3970482,0.163139,0,0,Roger Waters: The Wall,133,Music,9/29/14,25,6.9,2014,0,0
253270,tt3082826,0.161591,0,0,Kelly & Cal,107,Drama|Comedy,3/7/14,14,5.9,2014,0,0
273621,tt3461828,0.235468,0,0,Cat Run 2,97,Action,8/19/14,13,4.3,2014,0,0
280002,tt2714380,0.16084,0,1169603,The Remaining,88,Thriller|Horror,8/25/14,61,4.3,2014,0,1077310.856
256284,tt3384904,0.110411,0,0,Apocalypse Pompeii,88,Adventure|Action,2/18/14,24,5.3,2014,0,0
261041,tt3576038,0.159037,0,0,The Search for General Tso,71,Documentary,4/20/14,14,6.9,2014,0,0
253283,tt3120054,0.158245,0,0,Take Care,94,Comedy|Drama|Romance,3/7/14,17,5.6,2014,0,0
244580,tt1864405,0.156677,0,0,Low Down,119,Drama|Music,1/19/14,13,4.8,2014,0,0
283161,tt1640718,0.155114,0,0,The Prophet,85,Animation,9/6/14,14,7.3,2014,0,0
269711,tt3723996,0.153047,0,0,JohnnyExpress,5,Animation|Comedy|Science Fiction,5/8/14,14,7.8,2014,0,0
284711,tt3743126,0.151929,0,0,Sharktopus vs Pteracuda,88,TV Movie|Science Fiction|Action|Adventure|Horror,8/2/14,10,3.7,2014,0,0
262340,tt3433074,0.151591,5900000,23000000,Mrs. Brown's Boys D'Movie,94,Comedy,6/27/14,20,5.2,2014,5434437.2,21185094.17
251736,tt3093546,0.148877,0,0,Listen Up Philip,108,Comedy|Drama,10/17/14,33,5.9,2014,0,0
266442,tt2088745,0.173667,0,0,Iverson,97,Documentary,4/27/14,14,7.2,2014,0,0
228108,tt2962876,0.145525,0,0,The Road Within,100,Comedy|Drama,10/24/14,56,6.9,2014,0,0
312497,tt3696720,0.028695,0,0,Ascension,282,Drama|Science Fiction|TV Movie,12/15/14,30,5.5,2014,0,0
267804,tt2593224,0.087132,0,0,Dans la cour,97,Drama|Comedy,5/2/14,12,4.9,2014,0,0
286657,tt2219210,0.142619,0,0,Crawl or Die,86,Thriller|Science Fiction|Horror,8/13/14,10,4.6,2014,0,0
256876,tt3264102,0.140883,0,0,Red Army,76,Documentary|History,8/13/14,36,7.2,2014,0,0
246743,tt3326366,0.140245,0,0,Whitey: United States of America v. James J. Bulger,107,Crime|Documentary,1/18/14,20,6,2014,0,0
282248,tt2950236,0.093198,500000,0,The Living,89,Thriller,6/26/14,11,4.6,2014,460545.5254,0
222649,tt2752688,0.138246,0,0,Rosewater,103,Drama,11/7/14,64,6.6,2014,0,0
250761,tt3279124,0.137962,0,0,Last Days in Vietnam,98,War|Documentary,9/5/14,20,5.9,2014,0,0
287703,tt3974790,0.137202,0,0,ç­‰ä¸€å€‹äººå’–å•¡,119,Comedy|Romance,8/15/14,17,6.4,2014,0,0
254772,tt2258285,0.266087,0,0,Two Men in Town,120,Crime|Drama,2/6/14,23,6.1,2014,0,0
277237,tt1837574,0.134767,0,0,Hyena,112,Drama|Crime,6/18/14,18,4.7,2014,0,0
296626,tt3534842,0.132764,0,0,Finders Keepers,85,Mystery|Thriller|Horror,10/18/14,33,4.8,2014,0,0
257451,tt3244992,0.13154,0,0,Trailer Park Boys: Don't Legalize It,95,Comedy,4/18/14,10,5.6,2014,0,0
285841,tt3754976,0.140935,0,0,Elephant Song,110,Drama,9/4/14,20,7.4,2014,0,0
285838,tt1718915,0.130592,0,0,Teen Lust,80,Comedy,9/4/14,12,4.3,2014,0,0
260535,tt2490004,0.130097,8000000,0,The Little Rascals Save the Day,93,Comedy,3/25/14,16,5.4,2014,7368728.406,0
279973,tt3034594,0.130077,0,0,Nowhere Safe,93,TV Movie|Drama,10/5/14,11,5.7,2014,0,0
374430,tt3973198,0.129531,0,0,Black Mirror: White Christmas,74,Drama|Horror|Mystery|Science Fiction|Thriller,12/16/14,41,8.8,2014,0,0
274626,tt2996684,0.126283,0,0,Animal,86,Thriller|Horror,6/17/14,41,4.5,2014,0,0
253287,tt3079016,0.124685,0,0,We'll Never Have Paris,89,Comedy|Romance,10/1/14,23,4.8,2014,0,0
256561,tt3203290,0.119891,150000,0,Free to Play,75,Documentary,3/19/14,40,7,2014,138163.6576,0
180296,tt2398249,0.119415,0,0,They Came Together,84,Comedy,6/27/14,115,5.2,2014,0,0
288154,tt2713642,0.118137,1400000,0,Jersey Shore Massacre,88,Horror|Comedy,8/22/14,14,2.4,2014,1289527.471,0
292985,tt4007494,0.118044,0,0,The Story of Frozen: Making a Disney Animated Classic,44,Documentary,9/15/14,10,7.2,2014,0,0
274899,tt3038142,0.117257,0,0,Inner Demons,85,Thriller|Horror,6/13/14,10,3.8,2014,0,0
282297,tt3302820,0.11619,117,0,Cowspiracy: The Sustainability Secret,85,Documentary,7/1/14,66,7.6,2014,107.7676529,0
279661,tt3449040,0.113265,0,0,Killer Legends,86,History|Crime|Horror|Documentary,7/1/14,14,5.4,2014,0,0
272602,tt3139538,0.136026,0,0,Amira & Sam,90,Drama|Romance|Comedy,5/30/14,20,5.9,2014,0,0
287935,tt2390283,0.112646,18000000,0,Midnight Sun,120,Family|Adventure,9/1/14,10,4.9,2014,16579638.91,0
300441,tt3801438,0.110972,0,0,Grumpy Cat's Worst Christmas Ever,90,Comedy|Family,11/29/14,16,5.3,2014,0,0
263510,tt2611026,0.110266,0,0,The Hornet's Nest,93,War|Documentary|History,5/9/14,16,6.5,2014,0,0
254005,tt2474310,0.109921,0,0,Viharsarok,105,Drama,2/8/14,12,7.2,2014,0,0
268508,tt3382842,0.109904,0,0,The Mummy Resurrected,80,Horror,3/1/14,23,4.6,2014,0,0
254047,tt2199251,0.109169,0,0,The Wedding Pact,91,Comedy|Romance,2/4/14,19,5.1,2014,0,0
409696,tt3718778,0.107621,0,0,Over the Garden Wall,110,Adventure|Animation|Family|Fantasy,11/3/14,12,7.8,2014,0,0
250643,tt2593392,0.105045,0,0,Alive Inside,74,Documentary,1/18/14,23,7.7,2014,0,0
250551,tt2574698,0.20036,0,0,Gunday,152,Action|Crime|Drama,2/14/14,24,5.9,2014,0,0
250230,tt2245171,0.102977,16000000,0,The Cut,138,History|Drama,10/16/14,14,6.9,2014,14737456.81,0
267795,tt3087752,0.102152,0,0,Rosemary's Baby,168,Thriller|Drama|Horror|Mystery,9/18/14,52,6.1,2014,0,0
244534,tt2955096,0.101299,0,0,Happy Christmas,82,Comedy|Drama,6/26/14,42,5.4,2014,0,0
249926,tt2914762,0.100979,0,0,The 7:39,117,Romance|Drama,1/6/14,11,6.5,2014,0,0
251979,tt2414822,0.097665,0,0,The Perfect Wave,113,Romance|Adventure|Drama,2/28/14,14,4.5,2014,0,0
298931,tt4085696,0.097531,0,0,Billy Elliot: The Musical,163,Drama|Music|Comedy,9/28/14,10,8.1,2014,0,0
279828,tt1698647,0.09733,0,0,Delirium,43,Adventure|Fantasy|Romance|Science Fiction,6/20/14,30,6.6,2014,0,0
295315,tt2751310,0.130742,0,0,Sex Ed,90,Romance|Comedy,11/7/14,29,5.1,2014,0,0
293572,tt1958043,0.095633,0,0,The Houses October Built,91,Thriller|Horror,10/10/14,51,5.4,2014,0,0
261768,tt2210781,0.095529,0,0,Lullaby,117,Drama,6/13/14,12,5.5,2014,0,0
295144,tt3659786,0.095479,0,0,Marvellous,90,Drama|TV Movie,9/25/14,23,7.6,2014,0,0
277594,tt3499424,0.095473,0,0,Hercules Reborn,90,Adventure|Action,7/8/14,36,4.1,2014,0,0
276137,tt3546370,0.095131,0,0,Road,102,Documentary,6/11/14,12,7.7,2014,0,0
258152,tt3116154,0.0951,0,0,Party Central,6,Comedy|Animation,3/21/14,10,6.9,2014,0,0
289239,tt3138192,0.094574,0,0,Mostly Ghostly: Have You Met My Ghoulfriend?,91,Family|Fantasy|Horror,9/2/14,16,5.2,2014,0,0
242754,tt2761630,0.093377,0,0,Klondike,285,Drama|History,1/20/14,17,6.7,2014,0,0
250665,tt3399112,0.093062,0,0,No No: A Dockumentary,100,Documentary,1/20/14,13,6.7,2014,0,0
255278,tt2483208,0.171617,3000000,0,Way of the Wicked,92,Thriller,5/20/14,12,4.1,2014,2763273.152,0
113091,tt2106529,0.092777,0,0,Lust for Love,85,Comedy|Romance,2/7/14,11,5.3,2014,0,0
220471,tt2290739,0.090297,7000000,0,Where the Devil Hides,86,Horror|Thriller,10/10/14,21,4.8,2014,6447637.355,0
285270,tt3107070,0.088805,0,0,Believe Me,93,Drama|Comedy,9/26/14,11,4.2,2014,0,0
296370,tt3024964,0.135376,0,0,Dance-Off,0,Romance|Music|Comedy,1/1/14,18,5.7,2014,0,0
289333,tt3958494,0.08675,0,0,Jim Jefferies: BARE,76,Comedy,8/29/14,17,7.4,2014,0,0
308571,tt3823690,0.083258,0,0,Bill Burr: I'm Sorry You Feel That Way,80,Comedy,12/5/14,13,7.5,2014,0,0
288463,tt2992524,0.082565,0,0,The Guvnors,95,Crime|Thriller,6/24/14,16,5.4,2014,0,0
250114,tt3441700,0.081879,0,0,Nick Offerman: American Ham,78,Comedy|Documentary,1/23/14,11,6.4,2014,0,0
305276,tt2724236,0.162234,0,0,Tell,89,Drama|Action|Crime,12/4/14,15,5.3,2014,0,0
290802,tt3455822,0.045555,0,0,Night Will Fall,75,Documentary,6/7/14,11,7.5,2014,0,0
250700,tt3445270,0.079478,0,0,The Battered Bastards of Baseball,80,Documentary,1/20/14,17,7.2,2014,0,0
253046,tt3290276,0.135675,0,0,Jailbait,90,Crime|Drama|Thriller,2/14/14,12,5.1,2014,0,0
292607,tt2821314,0.078872,0,0,The Rise and Rise of Bitcoin,96,Documentary|History,10/3/14,20,6.8,2014,0,0
284298,tt3890264,0.078644,0,0,Breakup Buddies,116,Comedy|Romance,9/26/14,10,6,2014,0,0
252444,tt2043865,0.067359,0,0,CÃ¡sese quien pueda,95,Comedy|Romance,2/15/14,21,6.7,2014,0,0
264555,tt3509114,0.076463,2000000,0,Death Clique,83,Drama|Thriller,4/12/14,12,6,2014,1842182.102,0
242083,tt3145220,0.07643,1000000,0,Hits,96,Drama|Comedy,1/21/14,13,4.9,2014,921091.0508,0
298935,tt3214248,0.076348,0,0,All Relative,85,Romance|Comedy|Drama,11/21/14,11,5.7,2014,0,0
299729,tt3995006,0.07628,0,0,Banksy Does New York,79,Documentary,11/17/14,22,6.8,2014,0,0
292483,tt3569356,0.075965,0,0,Not Cool,90,Comedy,9/23/14,17,4.1,2014,0,0
288789,tt3675568,0.075351,0,192400,Merchants of Doubt,96,Documentary,11/8/14,23,7.4,2014,0,177217.9182
265964,tt3202670,0.113875,0,0,96 heures,96,Thriller,4/23/14,13,5.2,2014,0,0
251227,tt3097084,0.074121,0,0,Camp Takota,102,Comedy,2/14/14,22,6.8,2014,0,0
250578,tt3288290,0.03551,750000,0,Swedish House Mafia - Leave the World Behind,90,Documentary|Music,3/12/14,17,7.6,2014,690818.2881,0
290336,tt2208568,0.072637,0,0,Montana,108,Thriller|Crime|Action|Drama,10/5/14,18,6.5,2014,0,0
284470,tt3715406,0.072514,0,0,Atari: Game Over,66,Documentary,11/19/14,65,6.7,2014,0,0
265018,tt2815072,0.072217,0,0,Indigenous,86,Horror,4/20/14,20,4.6,2014,0,0
287767,tt3495000,0.015668,0,0,Mardaani,133,Thriller|Action|Drama,8/22/14,15,6.7,2014,0,0
277231,tt3144600,0.043409,0,0,Amour Sur Place ou Ã  Emporter,85,Romance|Comedy,5/28/14,48,5.5,2014,0,0
306963,tt4075578,0.04501,0,0,Wanderers,4,Science Fiction,10/11/14,14,7.8,2014,0,0
283330,tt3090634,0.069212,0,65460,Eden,131,Drama|Music,11/19/14,26,5.4,2014,0,60294.62018
260947,tt1327601,0.068752,3000000,0,Something Wicked,95,Mystery|Thriller,4/4/14,11,4.7,2014,2763273.152,0
297462,tt2048824,0.068642,0,0,Old Fashioned,115,Romance|Drama,10/18/14,12,6.6,2014,0,0
